-63.75,22.0500000000002,-87
-28.25,45.3500000000004,-171
-0.149999999999636,38.9500000000007,-145.8
153.85,-87.1499999999996,-48.3
186.75,25.3500000000004,57.6
161.150000000001,47.5500000000002,-37.2
194.85,56.0500000000002,1.9
161.35,54.9500000000007,20.1
186.75,58.9500000000007,5.3
170.85,63.5500000000002,-13.7
89.1500000000015,166.450000000001,44
35.5500000000011,193.150000000001,16.9
209.85,198.85,-108.1
185.450000000001,168.450000000001,-71.3
-165.15,-91.1499999999996,162.8
-176.349999999999,-51.3499999999995,160.8
-186.849999999999,-26.8499999999995,169.3
-169.849999999999,-101.049999999999,184.6
-190.15,-89.4499999999998,184.4
-164.75,-111.349999999999,143.7
-195.949999999999,-82.5499999999993,159.7
-147.25,-101.75,110.8
-125.549999999999,-118.65,73.4
-128.15,-127.349999999999,54.2
-124.65,-158.45,84
-132.65,-114.25,83.5
-135.25,-98.1499999999996,47.6
-139.15,-123.95,66.8
-130.549999999999,-17.1499999999996,208
-99.25,-48.9499999999998,161.3
-109.65,-60.75,168.8
94.8500000000004,-25.5499999999993,-156.2
184.050000000001,107.650000000001,42.2
149.650000000001,128.85,100.9
145.85,148.25,103.1
147.050000000001,133.75,95.7
162.75,124.05,95.9
137.950000000001,143.950000000001,112
142.150000000001,140.650000000001,96.1
87.3500000000004,133.75,10.5
7.15000000000146,81.5500000000002,201.8
33.9500000000007,34.25,13.1
44.6500000000015,37.9500000000007,16.5
64.25,21.6500000000005,33.9
45.75,39.75,64.3
15.75,47.1500000000005,65.6
37.6500000000015,18.1500000000005,55.3
37.5500000000011,27.6500000000005,1.8
52.3500000000004,20.0500000000002,-12.2
9.25,26.8500000000004,106.3
-25.4499999999989,63.8500000000004,129.4
21.0500000000011,90.25,272.1
-37.0499999999993,53.5500000000002,234.4
-82.6499999999996,21.3500000000004,265.9
-39.5499999999993,67.25,194.9
198.550000000001,91.4500000000007,148.6
-72.25,-19.25,193.6
-108.949999999999,-10.4499999999998,327.2
-65.1499999999996,-48.1499999999996,289.8
-93.9499999999989,-62.25,248.1
-73.3499999999985,-49.1499999999996,249.6
-77.6499999999996,-54.9499999999998,239.4
-101.849999999999,-36.4499999999998,215
-74.3499999999985,-65.3499999999995,268.5
-83.6499999999996,-84.4499999999998,253.5
-114.049999999999,-71.5499999999993,314.9
-110.25,-54.9499999999998,265.5
-1.75,36.75,-6.3
-40.25,-30.9499999999998,67
-18.9499999999989,-6.14999999999964,33.3
-21.6499999999996,-10.25,24.6
-55.75,-4.14999999999964,3.3
-25.5499999999993,19.6500000000005,4.3
-56.75,13.5500000000002,27.5
-75.9499999999989,51.0500000000002,20.6
-268.049999999999,66.75,87.8
-15.5499999999993,55.9500000000007,-131.8
17.1500000000015,7.55000000000018,-87.2
31.75,50.4500000000007,71.7
53.4500000000007,-1.75,66.3
-199.75,-29.8499999999995,132.9
-111.349999999999,-10.4499999999998,80
-100.15,-33.75,49
-89.25,-5.84999999999945,95.8
-26.6499999999996,-9.75,112.5
102.950000000001,-64.5499999999993,96.3
90.5500000000011,-65.0499999999993,119.7
77.9500000000007,-68.9499999999998,101.8
30.1500000000015,-42.4499999999998,101.4
-19.0499999999993,-59.5499999999993,113.9
8.55000000000109,-70.3499999999995,111.5
-10.8499999999985,-72.4499999999998,98.9
12.9500000000007,-58.5499999999993,106.7
-14.1499999999996,-59.4499999999998,91.6
-17.0499999999993,-52.8499999999995,89.4
29.3500000000004,-71.4499999999998,89.2
-13.25,-17.1499999999996,71.1
-1.94999999999891,-12.25,82.6
-27.1499999999996,2.15000000000055,62
-46.75,5.95000000000073,45.5
-139.949999999999,-28.8499999999995,94.8
-83.0499999999993,93.25,41.2
-0.649999999999636,231.150000000001,75.1
16.8500000000004,236.25,74.9
262.650000000001,-20.8499999999995,27.9
229.85,-82.25,-32.1
174.950000000001,-88.9499999999998,-122.5
67.4500000000007,261.150000000001,63.9
-67.0499999999993,161.75,127.2
-22.9499999999989,186.450000000001,64.8
12.6500000000015,157.85,71.7
-4.54999999999927,203.55,89.9
-13.1499999999996,212.950000000001,123.7
-40.75,207.450000000001,104
15.9500000000007,182.35,88.7
64.0500000000011,170.25,54.6
