165.450000000001,52.1500000000015,73.6
-98.25,-315.449999999999,143.9
-198.449999999997,7.65000000000146,177.2
-245.949999999997,27.4500000000007,144
-208.949999999997,15.5500000000011,122.7
234.850000000002,123.35,113.3
191.550000000003,158.450000000001,93.2
195.75,-155.15,-11.8
215.350000000002,-136.849999999999,8.3
166.850000000002,-176.949999999999,0
-172.849999999999,-19.75,161.6
-157.649999999998,4.15000000000146,126.3
230.350000000002,-294.15,88.8
200.25,-275.349999999999,97.8
204.25,-292.449999999999,89.5
225.25,-286.65,113.1
-381.949999999997,-42.25,112.5
-409.25,-80.0499999999993,92.6
-79.1499999999978,-30.75,170.8
-75.0499999999993,-14.5499999999993,93.7
-86.3499999999985,-60.75,138.6
-59.6499999999978,1.75,148.3
-49.6499999999978,85.1500000000015,77
-130.449999999997,80.1500000000015,134
-32.25,-295.65,24.1
-19.75,-332.549999999999,-18.5
-237.349999999999,-243.849999999999,106
-196.949999999997,-305.65,113.3
-197.949999999997,-283.049999999999,178.1
215.850000000002,-354.65,42.6
244.350000000002,-359.049999999999,19.2
6.35000000000218,217.550000000001,193.9
15.3500000000022,375.050000000001,101.7
-46.4499999999971,282.950000000001,110.2
-199.449999999997,207.550000000001,60.1
-204.049999999999,160.950000000001,116.4
-202.649999999998,158.550000000001,112.1
-129.25,50.5500000000011,235.4
44.8500000000022,-360.949999999999,77.5
-123.649999999998,1.35000000000036,236.3
-231.649999999998,143.150000000001,123.9
55.6500000000015,-416.65,-20.5
98.5500000000029,-431.549999999999,-25.5
87.5500000000029,-346.75,-17.3
131.75,-373.25,-4.7
-283.649999999998,11.4500000000007,69.4
199.150000000001,115.050000000001,52.2
208.350000000002,103.450000000001,4.2
57.9500000000007,108.25,104.9
167.25,-282.949999999999,153
156.450000000001,-140.65,112.7
142.450000000001,520.450000000001,0.2
152.450000000001,511.75,-36.6
154.650000000001,552.35,5
103.150000000001,506.35,-44.2
139.25,477.35,14.3
117.850000000002,518.050000000001,20.7
74.8500000000022,478.950000000001,50.6
124.050000000003,466.550000000001,19.5
107.75,493.25,31.2
112.950000000001,513.85,30.6
114.550000000003,496.75,-33
-143.549999999999,62.0500000000011,67.5
61.4500000000007,-21.3499999999985,58.6
13.0500000000029,-40.9499999999989,85.8
143.150000000001,32.1500000000015,81.1
