Sample Index,Sum of Correlation
16,17.8683275375425
3,17.8420149382751
6,17.6614024064213
9,17.6209255012551
19,17.5960355158766
2,17.5593799581553
1,17.5236203440327
18,17.487541478678
12,17.4207238590794
4,17.3557709540126
15,17.2906771294599
20,17.2458507367386
10,17.1355616954305
5,17.0571734741481
17,16.8384689198264
13,16.7835145507349
14,16.6609350110575
8,16.0376364660667
7,15.3836172349199
11,15.2282343580361
