Sample Index,Sum of Correlation
18,12.8769770504368
15,12.8047653096959
7,12.6542933865299
3,12.4648222861803
20,12.3104884555942
17,12.2448732726716
9,12.1501601671077
16,12.0524314481487
19,11.9777898575679
2,11.5118721464947
13,11.4732030816496
8,11.3775073980603
5,11.3702187215189
4,11.334198819893
10,11.1880809655771
12,11.0409518494396
6,10.6046045995114
14,10.5768924567257
1,10.5248986089073
11,10.507834704063
