Sample Index,Sum of Correlation
16,11.2595558596271
11,11.0981930997425
6,10.8389383042988
8,10.6983418041561
9,10.5953733070503
3,10.5141584823232
17,10.5089843363833
15,10.2008442165226
7,10.1897115907806
1,10.1485982583427
20,10.1010043013508
12,10.0221397437518
13,9.80314613569367
4,9.7245656435003
19,9.61218184506519
18,9.59636338441837
14,9.53192218407034
5,9.25410214423545
10,8.10503448442601
2,7.89457152229301
