Sample Index,Sum of Correlation
3,18.7398392666843
14,18.7397982865729
12,18.6479016217113
6,18.6067060061177
4,18.5823337545556
5,18.5738039967844
18,18.4842314536803
1,18.4544747928634
8,18.4325491487154
19,18.3511006452782
15,18.294926747205
17,18.2557465099428
9,18.2024887298047
16,18.1265377961176
20,18.0159716195118
2,17.9912021730721
11,17.909302074145
7,17.8671879832639
10,17.2045517033688
13,16.9970822653963
