Sample Index,Sum of Correlation
10,18.9380389476814
11,18.7487325738939
7,18.7486339552887
4,18.7381366957121
8,18.6953788020233
9,18.604598255461
13,18.5988543169765
12,18.5978596623515
2,18.5051151574128
14,18.5031275705651
1,18.4731258742919
15,18.3467804120539
5,18.2047097415086
20,18.1934448358952
17,18.1111285572688
3,18.0970206730185
16,17.6751244440065
18,17.4712523025699
6,17.4705252327724
19,17.1150358980071
